16
6378136.000
3.9860044000e+14
1.0826257000e-03
  0      0      0.0000000e+00          0.0000000e+00
  1      0      0.0000000e+00          0.0000000e+00
  1      1      0.0000000e+00          0.0000000e+00
  2      0      0.0000000e+00          0.0000000e+00
  2      1     -8.9099990e-10         -5.5080000e-09
  2      2      2.4369210e-06         -1.3952740e-06
  3      0      9.5792710e-07          0.0000000e+00
  3      1      2.0353050e-06          2.4551200e-07
  3      2      8.8901200e-07         -6.2588990e-07
  3      3      7.1754810e-07          1.3802470e-06
  4      0      5.4161100e-07          0.0000000e+00
  4      1     -5.2785900e-07         -4.5253700e-07
  4      2      3.3305900e-07          6.5527390e-07
  4      3      9.8853000e-07         -2.0509500e-07
  4      4     -1.9327600e-07          3.0170900e-07
  5      0      6.9132990e-08          0.0000000e+00
  5      1     -7.5554990e-08         -7.7877990e-08
  5      2      6.3921510e-07         -3.0703900e-07
  5      3     -4.5937610e-07         -2.1742400e-07
  5      4     -3.2012000e-07          6.2410000e-08
  5      5      1.9061800e-07         -6.7440990e-07
  6      0     -1.5087000e-07          0.0000000e+00
  6      1     -5.7021000e-08          2.1535990e-08
  6      2      3.0162000e-08         -3.5686900e-07
  6      3      5.4546010e-08         -6.0960010e-09
  6      4     -1.0435400e-07         -4.4328200e-07
  6      5     -2.5117800e-07         -5.2381590e-07
  6      6      1.5381000e-08         -2.3171700e-07
  7      0      9.2921010e-08          0.0000000e+00
  7      1      2.7070810e-07          9.4487990e-08
  7      2      3.3010700e-07          1.2399500e-07
  7      3      2.2493000e-07         -2.0888500e-07
  7      4     -2.6504100e-07         -1.1911700e-07
  7      5     -2.1330000e-09          7.1370000e-09
  7      6     -3.3788900e-07          1.3101000e-07
  7      7      1.5265000e-08          3.0720000e-08
  8      0      5.0960010e-08          0.0000000e+00
  8      1      5.1530010e-09          3.0937000e-08
  8      2      8.8120000e-08          4.1758990e-08
  8      3     -8.8650000e-09         -8.2941000e-08
  8      4     -2.3740000e-07          6.7774000e-08
  8      5     -1.5132000e-08          6.8651020e-08
  8      6     -5.2144010e-08          3.0036300e-07
  8      7      7.1772990e-08          7.3712000e-08
  8      8     -1.0603900e-07          1.2699800e-07
  9      0      2.7355000e-08          0.0000000e+00
  9      1      1.3676000e-07          1.8544010e-08
  9      2      2.7009010e-08         -2.2502990e-08
  9      3     -1.6583500e-07         -5.9986000e-08
  9      4     -6.6110000e-09          5.5840000e-09
  9      5     -1.8000000e-08         -7.5127000e-08
  9      6      7.8956980e-08          2.0122100e-07
  9      7     -1.2197700e-07         -7.5410010e-08
  9      8      1.6279800e-07          9.4000000e-10
  9      9     -4.6660000e-08          1.0128500e-07
 10      0      5.2772000e-08          0.0000000e+00
 10      1      6.8875000e-08         -1.2259100e-07
 10      2     -8.7285000e-08         -4.9540000e-08
 10      3      1.2562000e-08         -1.4781600e-07
 10      4     -1.0050800e-07         -7.6013000e-08
 10      5     -4.7808000e-08         -5.6635000e-08
 10      6     -4.1618000e-08         -7.5526000e-08
 10      7      1.0173000e-08          1.6768000e-08
 10      8      3.6681000e-08         -9.1876030e-08
 10      9      1.2817000e-07         -4.2703000e-08
 10     10      9.9317990e-08         -2.0331000e-08
 11      0     -4.8579000e-08          0.0000000e+00
 11      1      2.1550010e-08         -2.2638000e-08
 11      2      1.3274000e-08         -8.6857000e-08
 11      3     -2.8567010e-08         -1.2356300e-07
 11      4     -1.2855000e-08         -5.9248010e-08
 11      5      5.4944990e-08          2.8886000e-08
 11      6     -1.3662000e-08          3.3604990e-08
 11      7      1.1758000e-08         -8.1362000e-08
 11      8     -1.3614000e-08          2.7278000e-08
 11      9     -2.3006000e-08          2.9726000e-08
 11     10     -4.5363010e-08         -2.1804000e-08
 11     11      4.0751000e-08         -4.8944000e-08
 12      0      3.7906000e-08          0.0000000e+00
 12      1     -4.8419000e-08         -5.1980000e-08
 12      2      1.9836000e-08          2.3040000e-08
 12      3      7.8288000e-08          2.3412000e-08
 12      4     -7.2242010e-08          4.3310000e-09
 12      5      4.6611010e-08          1.0867000e-08
 12      6      2.2980000e-09          5.1328010e-08
 12      7     -1.8024000e-08          3.7459000e-08
 12      8     -2.2923000e-08          2.1580000e-08
 12      9      3.7798000e-08          2.6559000e-08
 12     10     -3.6000010e-09          3.1708000e-08
 12     11      3.7120000e-09         -7.8039990e-09
 12     12     -7.6020010e-09         -1.1618000e-08
 13      0      4.4084000e-08          0.0000000e+00
 13      1     -3.8737000e-08          2.6770000e-08
 13      2      5.3346000e-08         -4.4129000e-08
 13      3     -4.2305990e-08          9.0744000e-08
 13      4      1.7816000e-08         -7.0319980e-09
 13      5      5.1277000e-08          5.2432990e-08
 13      6     -1.4566000e-08          6.6500000e-10
 13      7     -8.2350010e-09         -1.0399000e-08
 13      8     -1.8040000e-09         -1.5842000e-08
 13      9      1.9037000e-08          3.7664990e-08
 13     10      4.8343000e-08         -2.9905000e-08
 13     11     -4.2322000e-08          9.5900020e-09
 13     12     -3.2418000e-08          9.0605970e-08
 13     13     -5.9846000e-08          6.9606980e-08
 14      0     -2.1081990e-08          0.0000000e+00
 14      1     -1.9447000e-08          2.6700000e-08
 14      2     -2.1490000e-08         -1.1010000e-09
 14      3      5.4384020e-08          1.4294000e-08
 14      4     -7.7080000e-09         -1.5928000e-08
 14      5      7.4100000e-09         -1.3420000e-08
 14      6     -2.1456000e-08          1.0343000e-08
 14      7      2.1619000e-08         -2.1150000e-09
 14      8     -3.3549000e-08         -2.4745010e-08
 14      9      2.4749000e-08          1.9754000e-08
 14     10      3.4007010e-08          6.2879990e-09
 14     11      1.9902000e-08         -3.5064010e-08
 14     12      8.2949990e-09         -3.0001990e-08
 14     13      2.8164990e-08          4.2140000e-08
 14     14     -5.1403000e-08         -5.8910000e-09
 15      0      1.3520000e-09          0.0000000e+00
 15      1      1.3947000e-08          1.2921000e-08
 15      2     -2.2720000e-09         -3.4610010e-08
 15      3      3.6520000e-08          4.0246000e-08
 15      4     -1.9856000e-08          2.5500000e-10
 15      5      9.8760000e-09          7.9559990e-09
 15      6      2.7736000e-08         -2.7718000e-08
